% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=835733, Sat Jan 14 20:12:29 2023, <python>{}</python>
1 10 2.357364200994581 1.0000450010125153 -154.5389723530672 -1.5453897235306721e+02 -89.74676487178724 -66.7803090297416   
2 20 2.2781542499885687 1.188833647603119 -161.3175414877374 -1.6131754148773740e+02 -116.85561776540467 -36.88379300438055   
3 30 2.4704898245901843 1.2466809498353348 -161.3175414877374 -1.5894538469436691e+02 -102.49253446460048 -54.983110835739524   
4 40 2.4014785341878784 1.401657233943163 -197.12800355322773 -1.9712800355322773e+02 -111.53298429017616 -65.1761594526622   
5 50 2.3580237073671872 1.4486817640419158 -207.34872296646512 -2.0734872296646512e+02 -126.07086182815459 -39.479703344602626   
6 60 2.2385672709610107 1.4816499538030683 -213.0078502189757 -2.1300785021897570e+02 -156.95488460022256 -97.39471455251379   
7 70 2.1377625514435588 1.5313116453446958 -226.00108902058338 -2.2600108902058338e+02 -157.22047820696548 -105.407026849799   
8 80 1.9844095146420373 1.583861153011576 -226.00108902058338 -2.0263009864709267e+02 -176.33409096241334 -139.79061824523222   
9 90 1.8656202407325375 1.6177416549416528 -226.00108902058338 -2.1267624537854314e+02 -167.38279720918604 -150.8831917291305   
10 100 1.711607403902008 1.685634341846426 -226.00108902058338 -2.1938581215125868e+02 -172.87306906095301 -130.1014087814725   
11 110 1.6572923548714922 1.7496544149213837 -226.00108902058338 -1.9987480355510851e+02 -160.42404050710536 -99.13400550014276   
12 120 1.5893568782046723 1.7745309977863457 -232.76178534972152 -2.3276178534972152e+02 -178.42335202714528 -140.10159661581213   
13 130 1.711900818984692 1.792469575111414 -232.76178534972152 -2.3150345691605168e+02 -181.23222179235643 -119.57700735362596   
14 140 1.7712654209246699 1.811591153848314 -232.76178534972152 -2.1189920418793491e+02 -177.5427624460101 -149.07707361504362   
15 150 1.721060474742792 1.8155588099865878 -241.9885880158024 -2.4198858801580241e+02 -184.01143652633073 -156.4139517070821   
16 160 1.6168258230999522 1.821563089465812 -241.9885880158024 -2.3937660472857209e+02 -190.93934903607197 -164.5996072900193   
17 170 1.6036975386031544 1.8645349844530188 -241.9885880158024 -2.3921607928424186e+02 -195.65794316418598 -166.13001339988134   
18 180 1.6153922568001349 1.9287232402362655 -241.9885880158024 -2.3829464867475167e+02 -180.23419582859785 -132.8862928364127   
19 190 1.5042665923300726 2.0808895086658716 -241.9885880158024 -2.3458289118510336e+02 -188.1316059885549 -133.97311787114452   
20 200 1.456793199226004 2.0711233040298342 -241.9885880158024 -2.3318876112878161e+02 -202.66965048246473 -172.1997807903826   
21 210 1.3826580336308711 2.0912911519896276 -247.4719706585424 -2.4747197065854240e+02 -191.62476304007268 -176.27918455657425   
22 220 1.300830516926774 2.1364673251430446 -247.4719706585424 -2.3366628286295344e+02 -175.3052696397626 -152.21935823828738   
23 230 1.2645194243051752 2.1715425611482084 -247.4719706585424 -2.3612241400506537e+02 -201.77773141504488 -156.41945512311995   
24 240 1.301217404745375 2.1941665626936406 -247.4719706585424 -2.4434301613513969e+02 -198.05903082406718 -149.58109983678096   
25 250 1.227497104148322 2.284237459237189 -271.2434383587669 -2.7124343835876692e+02 -188.3391376558655 -138.03146266301536   
26 260 1.0580501000019296 2.3194809222247477 -271.2434383587669 -2.6755703515539716e+02 -222.5634058647413 -159.17298239972405   
27 270 0.992413684584931 2.3264507026368317 -271.2434383587669 -2.5302002165618296e+02 -219.0724339383758 -200.67975591116513   
28 280 0.9152271202613762 2.3366815885514174 -271.2434383587669 -2.2651674814491349e+02 -212.9809745427819 -162.29662891428177   
29 290 0.8717254331062151 2.303927747055166 -271.2434383587669 -2.2338902937795248e+02 -187.66749955261167 -156.1956951844708   
30 300 0.8200989367472902 2.3970374211637124 -271.2434383587669 -2.3852298774568737e+02 -191.0213204160661 -174.10786223220418   
31 310 0.8194492777538038 2.3481552878648877 -271.2434383587669 -2.4190403594580141e+02 -202.5508587640271 -190.52346568394174   
32 320 0.8186232622407975 2.3495145174604515 -271.2434383587669 -2.6381921237790630e+02 -184.04888058731532 -172.06390498462122   
33 330 0.8272439124343138 2.3777154197436703 -271.2434383587669 -2.1425150885960136e+02 -200.95234682618658 -169.42500753595272   
34 340 0.8521401715875294 2.37302323406066 -271.2434383587669 -2.4114834769364535e+02 -197.76982128006486 -150.45759810491998   
35 350 0.8487665011221409 2.4151298647967074 -271.2434383587669 -2.3688309172856151e+02 -207.33601860168412 -173.01796054479996   
36 360 0.8305919188773976 2.3792285150217483 -271.2434383587669 -2.4017129711728322e+02 -197.84082883817527 -155.53255836760886   
37 370 0.7696158167204015 2.3348590036623325 -271.2434383587669 -2.4021851545486226e+02 -203.3083174403002 -162.34626735894537   
38 380 0.7433702555798112 2.384634679563249 -271.2434383587669 -2.6265938841427590e+02 -196.27250481600947 -158.65533892021412   
39 390 0.66515251294296 2.453539788934634 -271.2434383587669 -2.2245800291035087e+02 -198.82393100872392 -182.4362243572324   
40 400 0.619975852414825 2.483290879292335 -271.2434383587669 -2.3729538002819302e+02 -192.65639032598298 -139.40183345833364   
41 410 0.5875517597474476 2.4280259386248275 -271.2434383587669 -2.3006084023013869e+02 -198.2955885106004 -154.12585282374712   
42 420 0.6109520870886659 2.439794066163602 -271.2434383587669 -2.3021122024847659e+02 -221.15855172588022 -153.14685600320803   
43 430 0.5952577612107686 2.349842494494979 -271.2434383587669 -2.2559794993476589e+02 -184.94077528838022 -162.9339883595651   
44 440 0.6394414941330878 2.3565517972991863 -271.2434383587669 -2.3625358048098198e+02 -198.5851336802661 -162.21884095526227   
45 450 0.6303817671864277 2.433632330774249 -271.2434383587669 -2.2739823274602139e+02 -198.87768664224566 -162.59216054374573   
46 460 0.5853522304541879 2.458877050491743 -271.2434383587669 -2.3004887474189368e+02 -200.59040805450792 -182.25223294228775   
47 470 0.5395076320366129 2.4860031532769864 -271.2434383587669 -2.3396675644923090e+02 -205.99034178029117 -166.31360458490937   
48 480 0.5138445717427369 2.4822241669640417 -271.2434383587669 -2.6044172673056681e+02 -192.53339967150288 -169.44572032329066   
49 490 0.5220610452871398 2.4911554960510793 -271.2434383587669 -2.3969337340608394e+02 -199.7966672289695 -165.02613519578858   
50 500 0.5230737252598888 2.4727777013804486 -271.2434383587669 -2.3557826691016786e+02 -192.45125861118936 -171.24792109797573   
51 510 0.5443813184662041 2.487456363461264 -271.2434383587669 -2.3945816280741667e+02 -208.94562107790387 -171.85258485262813   
52 520 0.5585466874031012 2.5230161941060505 -271.2434383587669 -2.5152395494925159e+02 -212.5733382466426 -174.45203148773783   
53 530 0.5592018898820479 2.6887625957256107 -271.2434383587669 -2.2020764012277704e+02 -184.34564094080412 -156.11610220574846   
54 540 0.5316798482900484 2.7701627181310466 -271.2434383587669 -2.3229572910484239e+02 -204.8490470702489 -189.36132204454665   
