% # columns="iteration, evaluation, void, void, void, xmean", seed=835733, Sat Jan 14 20:12:29 2023, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 10 0 0 0 0.7544437138037593 0.674622333114156 1.4050240907167812 -4.145153950608452 -0.31824451776275 0.9798998533832591 2.8578424440769754 -3.564182005883551 -6.971473931504119 5.950196526898419
2 20 0 0 0 -0.3274112939330772 -1.7784477258888827 0.031588602399537535 -4.469157534558952 -1.4521876617216878 -0.5355240782396401 1.6697015030065072 -2.633219995310416 -6.419085718073909 5.3486882546911145
3 30 0 0 0 1.005501683200003 -3.083781687228401 0.11809402269490503 -1.8492500431070829 -0.4588222721575639 -0.36390969552427327 -1.4166556979114715 -4.320323841706731 -7.648993390921594 3.1203926660396375
4 40 0 0 0 0.6411175195007552 -1.1883693408307119 -1.726559922447582 -2.673989567959164 0.28791064534420585 -1.323710388915167 -0.40185833423710804 -2.6155291345575913 -7.010922945924231 2.8824982443192777
5 50 0 0 0 1.9864641908419078 -0.2960898790626729 -1.7775650302619703 -2.9004916553364466 0.22579044739908646 -1.315415114445978 1.5617052740899238 -5.283380297599196 -6.644674277016655 0.8714226223516883
6 60 0 0 0 1.1743467984989886 -1.546373165333032 -1.4051751271971258 -2.7815635145183566 0.41586932030329754 -1.7816341590695504 1.2011372227967356 -5.626972103245624 -9.901835383902197 1.943986637117291
7 70 0 0 0 1.6125559202475763 -2.043647935644791 -1.8724248419150114 -2.9489425102177957 1.8022497941496254 -3.1574485411902886 0.012057272275046715 -3.6574518716977416 -9.366459830583086 1.2335267440883941
8 80 0 0 0 0.916342358005596 -1.6360570786384403 -1.301968722411771 -4.635359427275459 1.9269515304648732 -1.7994814115550806 0.4699599249655911 -4.7699439240123045 -10.104694098003584 0.31580931932136647
9 90 0 0 0 1.783158408095073 -1.0110703165333037 -0.792099873826279 -4.864927628096506 2.229453968885659 -2.990873353956866 0.10112164211034014 -6.096565182993152 -7.848279082186729 -0.037072958263328626
10 100 0 0 0 0.2113757269410581 -1.7533954039936182 -0.5612505066405984 -5.241839116550107 1.5531759787876058 -3.0775561933792206 1.020147325094048 -4.859804562351755 -6.768748179495844 0.564723498372891
11 110 0 0 0 1.304230674794123 -1.6964853871096413 0.2505295608543915 -6.13939650267224 2.8383265029735965 -2.6708678201339557 0.5126342261984999 -4.405476449016978 -6.027462032587894 -0.8155801254503967
12 120 0 0 0 1.1762432981817026 -2.13336954351402 -0.28603059764453775 -6.734571391785944 3.8643734668153646 -2.5057399121811583 -0.672236349056257 -4.89487345912791 -6.872200978115068 -0.7475061607747597
13 130 0 0 0 1.2347922904826238 -2.6087605025469336 -2.6296025133510588 -7.009457965673581 5.5356595563430915 -2.647221498905038 -0.9832299786109854 -3.964153538327903 -6.243010009806768 -1.8327509076135282
14 140 0 0 0 1.0120131901521163 -0.4881677827394042 -1.7867688329547435 -7.838124860476015 5.444505599453504 -1.4425767213127814 1.1943146637069937 -3.47190359123886 -6.984981813289059 -2.202937135519346
